source,target
0,14
0,40
0,60
0,67
0,71
0,81
0,94
0,107
0,108
0,142
0,144
0,149
0,152
0,175
0,179
0,192
0,205
0,223
0,261
0,266
0,280
0,283
0,310
0,325
0,336
0,348
0,370
0,385
0,397
0,398
0,399
0,401
0,406
0,409
0,411
0,457
0,460
0,462
0,491
0,501
0,539
0,547
0,553
0,560
0,567
0,588
0,589
0,592
0,602
0,627
0,633
0,645
0,648
0,649
0,652
0,655
0,662
0,696
0,710
0,732
0,765
0,797
0,803
0,805
0,807
0,816
0,841
0,856
0,867
0,877
0,881
0,886
0,905
0,929
0,931
0,946
0,989
0,996
1,29
1,131
1,147
1,148
1,161
1,165
1,171
1,190
1,198
1,205
1,210
1,249
1,311
1,335
1,339
1,359
1,387
1,392
1,406
1,418
1,434
1,554
1,584
1,646
1,722
1,797
1,823
1,899
1,913
1,914
1,943
1,977
1,984
2,10
2,53
2,62
2,69
2,83
2,90
2,108
2,119
2,140
2,184
2,191
2,193
2,194
2,245
2,273
2,325
2,349
2,360
2,401
2,403
2,412
2,417
2,421
2,460
2,465
2,469
2,486
2,507
2,529
2,534
2,542
2,548
2,616
2,627
2,639
2,654
2,671
2,675
2,738
2,779
2,790
2,798
2,806
2,885
2,922
2,959
2,968
2,993
2,994
2,999
3,24
3,35
3,95
3,138
3,140
3,143
3,152
3,163
3,189
3,245
3,265
3,404
3,413
3,449
3,461
3,473
3,479
3,534
3,571
3,613
3,637
3,656
3,676
3,694
3,740
3,773
3,833
3,836
3,846
3,875
3,937
4,16
4,47
4,49
4,50
4,86
4,153
4,204
4,256
4,277
4,279
4,307
4,314
4,337
4,346
4,360
4,366
4,386
4,406
4,413
4,436
4,445
4,460
4,472
4,475
4,486
4,547
4,549
4,557
4,563
4,615
4,627
4,631
4,652
4,659
4,678
4,686
4,690
4,692
4,716
4,720
4,733
4,738
4,762
4,816
4,820
4,832
4,839
4,885
4,927
4,931
4,932
4,958
4,984
4,993
5,24
5,62
5,86
5,90
5,102
5,105
5,138
5,150
5,153
5,189
5,209
5,247
5,347
5,368
5,378
5,404
5,413
5,473
5,475
5,526
5,534
5,538
5,546
5,567
5,571
5,637
5,654
5,656
5,658
5,669
5,671
5,699
5,716
5,773
5,795
5,825
5,833
5,841
5,850
5,875
5,898
5,910
5,937
5,988
5,996
6,31
6,53
6,144
6,203
6,242
6,334
6,371
6,450
6,580
6,587
6,591
6,595
6,618
6,631
6,632
6,665
6,756
6,774
6,775
6,794
6,843
6,852
6,893
6,929
6,990
7,40
7,120
7,124
7,240
7,287
7,360
7,392
7,456
7,467
7,517
7,615
7,652
7,666
7,702
7,710
7,719
7,721
7,783
7,801
7,807
7,832
7,840
7,886
7,888
7,922
7,931
7,942
7,945
7,946
7,970
7,992
7,996
8,16
8,19
8,29
8,43
8,47
8,52
8,69
8,75
8,76
8,99
8,149
8,154
8,196
8,207
8,216
8,295
8,318
8,335
8,352
8,364
8,376
8,386
8,414
8,456
8,503
8,507
8,531
8,559
8,566
8,628
8,654
8,661
8,690
8,707
8,711
8,724
8,727
8,746
8,750
8,758
8,760
8,776
8,844
8,850
8,883
8,907
8,937
8,948
8,967
8,998
9,32
9,45
9,61
9,101
9,132
9,134
9,216
9,234
9,253
9,254
9,257
9,260
9,275
9,317
9,331
9,354
9,394
9,407
9,429
9,432
9,439
9,447
9,459
9,502
9,535
9,551
9,563
9,564
9,565
9,568
9,630
9,657
9,659
9,688
9,696
9,701
9,733
9,770
9,800
9,808
9,821
9,842
9,896
9,902
9,972
9,991
10,46
10,49
10,65
10,76
10,180
10,219
10,286
10,308
10,345
10,416
10,428
10,441
10,455
10,485
10,524
10,527
10,559
10,572
10,625
10,638
10,647
10,659
10,686
10,760
10,771
10,822
10,928
10,965
11,45
11,56
11,101
11,112
11,116
11,130
11,185
11,283
11,302
11,316
11,317
11,329
11,367
11,379
11,428
11,429
11,451
11,454
11,456
11,474
11,502
11,613
11,614
11,631
11,640
11,713
11,770
11,835
11,837
11,852
11,902
11,941
11,983
11,990
11,991
11,995
12,22
12,34
12,45
12,106
12,116
12,216
12,220
12,271
12,323
12,379
12,429
12,496
12,506
12,563
12,646
12,713
12,731
12,752
12,800
12,828
12,843
12,852
12,960
12,972
13,14
13,107
13,110
13,197
13,199
13,249
13,325
13,349
13,350
13,360
13,373
13,439
13,491
13,510
13,526
13,553
13,592
13,639
13,645
13,648
13,667
13,678
13,695
13,708
13,739
13,754
13,807
13,831
13,871
13,885
13,888
13,922
13,937
13,970
13,984
14,21
14,33
14,40
14,53
14,66
14,69
14,107
14,110
14,126
14,142
14,166
14,197
14,239
14,256
14,258
14,325
14,349
14,353
14,360
14,373
14,403
14,412
14,421
14,436
14,444
14,452
14,479
14,505
14,526
14,539
14,544
14,553
14,556
14,559
14,567
14,587
14,588
14,603
14,628
14,708
14,719
14,721
14,731
14,732
14,734
14,754
14,781
14,807
14,840
14,858
14,859
14,888
14,893
14,899
14,922
14,939
14,970
14,975
15,58
15,71
15,122
15,129
15,137
15,170
15,176
15,177
15,188
15,223
15,252
15,264
15,280
15,290
15,299
15,338
15,357
15,410
15,419
15,423
15,446
15,453
15,466
15,504
15,522
15,536
15,560
15,580
15,605
15,620
15,648
15,685
15,709
15,733
15,742
15,826
15,836
15,847
15,856
15,893
15,919
15,920
15,958
16,35
16,79
16,86
16,108
16,119
16,134
16,164
16,192
16,205
16,227
16,230
16,240
16,248
16,260
16,314
16,315
16,337
16,343
16,364
16,380
16,386
16,395
16,401
16,414
16,434
16,476
16,498
16,531
16,550
16,566
16,583
16,612
16,650
16,663
16,667
16,690
16,697
16,716
16,746
16,776
16,777
16,844
16,907
16,926
16,931
16,976
16,984
16,993
17,124
17,267
17,327
17,348
17,458
17,462
17,552
17,570
17,598
17,617
17,618
17,747
17,766
17,803
17,889
17,933
17,996
18,35
18,65
18,79
18,99
18,186
18,218
18,227
18,251
18,283
18,355
18,361
18,377
18,380
18,389
18,415
18,471
18,476
18,484
18,498
18,500
18,507
18,572
18,576
18,593
18,615
18,619
18,651
18,654
18,659
18,691
18,810
18,855
18,869
18,981
19,29
19,87
19,89
19,92
19,102
19,112
19,131
19,142
19,147
19,257
19,286
19,312
19,341
19,352
19,363
19,367
19,381
19,387
19,502
19,561
19,566
19,643
19,664
19,769
19,781
19,823
19,864
19,865
19,869
19,883
19,906
19,913
19,943
20,89
20,159
20,184
20,210
20,228
20,233
20,276
20,280
20,307
20,317
20,319
20,323
20,326
20,370
20,382
20,390
20,399
20,442
20,502
20,541
20,553
20,594
20,601
20,608
20,631
20,640
20,649
20,665
20,692
20,715
20,736
20,764
20,766
20,782
20,785
20,812
20,827
20,868
20,873
20,925
20,930
20,953
21,40
21,53
21,55
21,81
21,161
21,193
21,218
21,237
21,293
21,348
21,374
21,388
21,460
21,477
21,526
21,538
21,573
21,588
21,633
21,638
21,652
21,683
21,699
21,719
21,817
21,841
21,900
21,909
21,930
21,952
21,982
22,45
22,124
22,174
22,177
22,187
22,216
22,217
22,367
22,379
22,390
22,399
22,454
22,509
22,518
22,670
22,843
22,870
22,894
22,901
22,960
23,25
23,64
23,91
23,98
23,105
23,107
23,113
23,136
23,206
23,211
23,223
23,229
23,232
23,236
23,252
23,267
23,274
23,276
23,315
23,338
23,346
23,350
23,353
23,408
23,412
23,419
23,423
23,462
23,466
23,494
23,511
23,557
23,580
23,608
23,617
23,638
23,660
23,665
23,681
23,685
23,704
23,764
23,766
23,799
23,805
23,815
23,827
23,847
23,849
23,882
23,887
23,919
23,920
23,933
23,941
23,945
23,951
23,952
24,38
24,71
24,117
24,150
24,175
24,209
24,285
24,340
24,349
24,365
24,368
24,392
24,413
24,426
24,449
24,461
24,475
24,479
24,525
24,546
24,612
24,683
24,731
24,759
24,773
24,784
24,811
24,816
24,841
24,850
24,856
24,857
24,888
24,898
24,916
24,968
24,988
25,38
25,63
25,83
25,85
25,124
25,140
25,159
25,168
25,209
25,245
25,246
25,285
25,294
25,322
25,344
25,347
25,373
25,387
25,413
25,449
25,469
25,479
25,488
25,522
25,529
25,546
25,552
25,553
25,573
25,587
25,641
25,642
25,645
25,732
25,759
25,762
25,805
25,811
25,853
25,857
25,893
25,898
26,67
26,231
26,233
26,236
26,259
26,267
26,269
26,282
26,296
26,335
26,338
26,452
26,494
26,518
26,541
26,600
26,608
26,617
26,653
26,660
26,728
26,735
26,747
26,766
26,776
26,817
26,843
26,849
26,882
26,933
26,952
26,986
27,55
27,121
27,154
27,204
27,212
27,392
27,449
27,460
27,469
27,470
27,525
27,552
27,573
27,580
27,611
27,671
27,682
27,703
27,741
27,759
27,765
27,833
27,850
27,857
27,916
27,930
27,939
27,976
27,988
28,43
28,123
28,202
28,232
28,283
28,302
28,310
28,338
28,353
28,458
28,518
28,536
28,554
28,570
28,626
28,627
28,649
28,685
28,728
28,795
28,850
28,894
28,908
28,914
28,945
28,954
29,52
29,70
29,86
29,87
29,89
29,92
29,102
29,112
29,127
29,131
29,133
29,147
29,165
29,218
29,241
29,249
29,255
29,286
29,295
29,298
29,312
29,339
29,359
29,363
29,372
29,387
29,400
29,424
29,432
29,434
29,451
29,468
29,472
29,489
29,500
29,502
29,521
29,554
29,565
29,584
29,599
29,609
29,619
29,643
29,651
29,676
29,689
29,701
29,711
29,722
29,769
29,783
29,797
29,812
29,823
29,864
29,891
29,892
29,907
29,910
29,928
29,936
29,972
29,979
29,981
30,38
30,63
30,117
30,161
30,175
30,247
30,279
30,303
30,344
30,368
30,378
30,396
30,402
30,404
30,412
30,413
30,461
30,504
30,526
30,543
30,546
30,547
