id,x,y,k_limit
0,0.023038005094593264,0.006742303782233117,113.95514475639341
1,0.06855966541559642,0.06233389554893679,52.59314754067157
2,0.09106298320461159,0.029938544180759686,59.86492223962503
3,0.015710596118868315,0.06916173394331326,68.21933303864738
4,0.03433366995455096,0.018918654545810154,87.84916357239891
5,0.017076185687708367,0.029502370158732773,31.276281799137312
6,0.061435634262966915,0.08856681212803244,30.22561823875974
7,0.002725044316659875,0.031002211976396632,72.4278059315444
8,0.09549382495639372,0.05410631112786418,50.96451610596102
9,0.08713499454311047,0.03969467235538036,245.13728272757467
10,0.03565683061208232,0.012385796337068378,29.28055312942896
11,0.05239826388565308,0.05552586335678438,48.35399035375207
12,0.050170453194321354,0.08596820767318361,45.03608484700885
13,0.06448283624502588,0.008378974544342166,57.60077704859334
14,0.032695890125807384,0.059861994303672554,18.22646405767071
15,0.07849830508465369,0.08266893352593951,72.33326680401237
16,0.002440466507974337,0.04199662005121651,35.59059554598197
17,0.08354185106594066,0.07354628501641923,81.68481610508877
18,0.025965212554647545,0.029199799660830684,20.786185115607147
19,0.04032581275417704,0.09632205797537406,39.33341065968363
20,0.0863673238670218,0.09382562154042123,31.207428542988325
21,0.09687510081559142,0.09489940974333377,51.59802945475893
22,0.0904397066477342,0.022172875727120536,37.510163013983785
23,0.04007686925724929,0.04661329304685805,33.904744084804236
24,0.03168831768225671,0.02333249958907907,32.0344481153942
25,0.05203435963215913,0.09535740160517232,46.61641531951749
26,0.02214588575791661,0.04315123420986686,27.94682580417592
27,0.04108319898273121,0.018617128493863766,65.35403473105848
28,0.020162168243639936,0.05295758529940069,33.88295099176486
29,0.04006418205068995,0.00797894810604587,32.97145263730991
30,0.011194256554764671,0.08050760095974643,36.2090539171574
31,0.05265247443594835,0.09007226939911833,37.95413640967333
32,0.013733676382507288,0.033729744872305255,120.03921760342986
33,0.08079839993808996,0.03191750959158246,56.36165725402957
34,0.05116409830503535,0.020919290665011515,54.7727672759828
35,0.04287278901295175,0.0913681122627548,29.016937547951493
36,0.0362452692524504,0.04354503645408225,57.745532168603766
37,0.09889251329531716,0.00930846047754078,20.9378253781353
38,0.04281243716446488,0.053814474794443894,77.41662727812856
39,0.07752684764809867,0.04100745342602227,27.706184971511252
40,0.06978724954290193,0.025664514538455852,36.96713460720856
41,0.02368903502995691,0.0010384124760248637,60.62825649880209
42,0.016259831235185842,0.03443494206712824,31.093901358963475
43,0.07529389730229695,0.031312023901751196,37.43725106932206
44,0.036009942935453045,0.012218863957127147,79.44097246020446
45,0.03220762386092051,0.012151589272471265,52.42745977216818
46,0.049002570846603304,0.04952349924733893,57.212078113026436
47,0.05018134916594513,0.03691749401844977,29.87272305259901
48,0.07925168566546692,0.022346946431476444,39.31512062054193
49,0.09294641649976049,0.05492706650369017,119.81950067944338
50,0.0036258788300730263,0.07537042332620428,56.69296476644279
51,0.006827347477831547,0.07905507303338727,45.41054416413718
52,0.05581887696688398,0.003538224141016333,24.164473853731796
53,0.044878870743048485,0.0747627473904891,53.39102620750051
54,0.03946493503967814,0.030426920789885226,47.06577064901225
55,0.08353408714836444,0.07930893947665885,31.079369641541433
56,0.010753627594809734,0.0339752146364173,104.30106281873941
57,0.09151980074445681,0.0016380058243417152,156.5584979309556
58,0.07217514796252213,0.00790649707658595,24.98429159339152
59,0.05528790429485852,0.09238887925770528,71.48799604609579
60,0.022084361318372492,0.002545009606874704,77.99810426258088
61,0.021117499705431975,0.08304357202327728,72.36076947627303
62,0.059010445224479006,0.09951362404180875,25.859329190640544
63,0.0073039962604773525,0.044756942285529094,69.62881122093306
64,0.047086016636654564,0.03146603234164363,52.00295172380419
65,0.011980198087792361,0.0829551103034398,59.09853479630679
66,0.07188577001951484,0.053932031973800545,67.9797837200211
67,0.04774321032524133,0.024127478442600304,63.478910040026584
68,0.017759994998631613,0.01035757318474394,33.979239841717124
69,0.04304533669375413,0.0798087998854824,63.74705105725643
70,0.029488586834084198,0.013165776338056845,48.08826001152573
71,0.08017648916233769,0.0009616408089346496,60.96743637448017
72,0.06759004191152772,0.025210435358267138,57.67677313414141
73,0.09345144838519444,0.04260301358320431,31.971667660559124
74,0.07968938458199681,0.09043225803735383,61.85093194472014
75,0.006966789839611598,0.0717401335359272,28.131571688897722
76,0.046464558328865924,0.037815805886732945,77.30064372464543
77,0.041853310312159386,0.0764632382061137,90.04416251230015
78,0.06453791142554521,0.08687403912324956,30.239440288874516
79,0.04783945674738696,0.03152340601904098,48.932533550221514
80,0.05413168557508289,0.06670976983049949,104.70977042412443
81,0.08018949194861551,0.028005625412463098,117.61943285114475
82,0.0893064647566224,0.053943932451670264,47.75880107123351
83,0.0013391228912525976,0.011642205610744794,36.14599047123016
84,0.06132500264522333,0.02841264804119813,44.23175174389307
85,0.07320708866468197,0.04573203295980201,115.64015384752037
86,0.08925509914311158,0.059154438052995584,76.6227690017618
87,0.01890280180151769,0.04396625174248423,58.741637660752545
88,0.08798317302403441,0.09043098008751053,36.53934512648337
89,0.004486120802546634,0.009778672085548501,47.42882854112278
90,0.04303796748704465,0.041043143577066,108.50350533641335
91,0.07992013855852248,0.09529615588491397,44.782225184184774
92,0.019278557939156605,0.08105184246417002,26.15478596087976
93,0.061175462927844974,0.09463000889445017,55.77165887416288
94,0.02541055665797373,0.09163422198399619,28.945465197245586
95,0.07159725814929331,0.09919785246085998,33.799880272000614
96,0.05504868764098624,7.324696852091251e-05,28.95235565136458
97,0.060427952526357666,0.07528028982337699,27.79313461298886
98,0.06782757295439296,0.07809974906431823,58.71933108147481
99,0.049661799454618995,0.03611290178434436,51.93372666076062
100,0.07528709118660735,0.0003011511480638274,40.84972456057041
101,0.014502256498813926,0.08629935417395239,43.984865819469675
102,0.02896605984013323,0.07422144473577828,77.96090450116199
103,0.06666276441213594,0.02527924054276126,54.383248071198544
104,0.02380098352226219,0.07198939862102648,50.60058953576871
105,0.002563028929674294,0.07078692912108388,53.40929115769484
106,0.028999682467597945,0.007660865933004035,26.916588815821797
107,0.06795460814011331,0.07725566896546386,29.801815861704657
108,0.0021993542425126525,0.07165952467099891,43.82234656906261
109,0.09294773317970258,0.02362836010773546,20.196793136952124
110,0.08252441106338469,0.052611775182850665,49.245897367682254
111,0.07159542503816017,0.030996996085006556,43.94401583915145
112,0.09987962413815625,0.02774439810375856,28.7019814879454
113,0.0012295059523759423,0.014414547020908797,49.87488151866909
114,0.06990207883004387,0.05311899677318617,26.17617811105791
115,0.005025495319034768,0.060494826858442964,51.70351748095547
116,0.09639113615734268,0.07576497080839031,42.17518799107579
117,0.037118093763673886,0.09896705591200972,28.82781030999903
118,0.01844542850479004,0.04164737788344217,39.45886303907286
119,0.007043805618871014,0.019224818641869548,42.47580005046533
