source,target
0,98
0,100
0,105
0,119
0,152
0,153
0,156
0,158
0,195
0,200
0,234
0,261
0,285
0,292
0,307
0,331
0,368
0,412
0,416
0,430
0,434
0,461
0,475
0,486
0,521
0,525
0,536
0,561
0,593
0,609
0,636
0,648
0,649
0,678
0,694
0,700
0,701
0,776
0,796
0,805
0,814
0,815
0,825
0,864
0,905
0,909
0,911
0,917
0,924
0,950
0,968
0,987
1,162
1,180
1,270
1,297
1,316
1,328
1,336
1,415
1,458
1,468
1,543
1,633
1,640
1,657
1,695
1,722
1,757
1,774
1,800
1,813
1,906
1,926
1,935
1,961
2,33
2,48
2,72
2,115
2,134
2,169
2,179
2,200
2,221
2,232
2,262
2,284
2,291
2,295
2,296
2,300
2,302
2,304
2,312
2,329
2,362
2,364
2,377
2,407
2,451
2,478
2,503
2,505
2,508
2,515
2,540
2,584
2,590
2,598
2,618
2,631
2,750
2,777
2,803
2,827
2,857
2,862
2,864
2,869
2,876
2,889
2,895
2,896
2,905
2,907
2,917
2,959
3,20
3,27
3,31
3,66
3,107
3,124
3,151
3,157
3,166
3,176
3,186
3,192
3,237
3,263
3,269
3,301
3,310
3,312
3,334
3,349
3,371
3,372
3,418
3,459
3,464
3,468
3,476
3,478
3,489
3,507
3,512
3,514
3,517
3,531
3,553
3,556
3,591
3,596
3,623
3,676
3,688
3,699
3,702
3,707
3,730
3,747
3,759
3,767
3,802
3,842
3,883
3,892
3,898
3,904
3,908
3,951
3,973
4,124
4,199
4,239
4,302
4,314
4,322
4,323
4,373
4,420
4,421
4,428
4,554
4,660
4,735
4,891
4,908
4,958
5,25
5,33
5,71
5,72
5,100
5,168
5,211
5,232
5,292
5,328
5,339
5,372
5,385
5,414
5,439
5,504
5,526
5,618
5,663
5,671
5,674
5,678
5,710
5,736
5,760
5,773
5,806
5,820
5,822
5,825
5,826
5,833
5,857
5,950
5,970
6,51
6,57
6,76
6,119
6,136
6,153
6,195
6,260
6,275
6,307
6,311
6,312
6,324
6,341
6,356
6,375
6,386
6,404
6,442
6,475
6,502
6,532
6,534
6,536
6,649
6,736
6,805
6,825
6,864
6,892
6,896
6,909
6,911
7,126
7,133
7,199
7,205
7,221
7,230
7,234
7,244
7,279
7,317
7,328
7,355
7,362
7,422
7,446
7,630
7,670
7,689
7,750
7,753
7,806
7,855
7,868
7,920
8,55
8,65
8,93
8,103
8,204
8,248
8,256
8,264
8,320
8,370
8,375
8,389
8,488
8,491
8,559
8,576
8,585
8,588
8,692
8,696
8,703
8,838
8,918
8,923
8,958
8,961
8,978
9,16
9,18
9,269
9,278
9,285
9,293
9,314
9,321
9,402
9,470
9,492
9,527
9,537
9,552
9,568
9,586
9,603
9,608
9,695
9,720
9,734
9,755
9,771
9,862
10,27
10,115
10,120
10,123
10,125
10,144
10,175
10,445
10,474
10,521
10,524
10,534
10,624
10,648
10,711
10,725
10,726
10,808
10,838
10,863
10,890
10,912
10,921
11,60
11,78
11,104
11,134
11,144
11,149
11,157
11,169
11,171
11,178
11,181
11,191
11,214
11,217
11,232
11,243
11,244
11,287
11,323
11,332
11,338
11,342
11,348
11,395
11,402
11,460
11,484
11,507
11,511
11,540
11,566
11,575
11,588
11,590
11,596
11,612
11,615
11,633
11,652
11,670
11,672
11,680
11,693
11,720
11,727
11,734
11,735
11,747
11,776
11,809
11,822
11,838
11,848
11,859
11,868
11,881
11,891
11,897
11,924
11,945
11,984
11,986
12,21
12,23
12,34
12,36
12,72
12,85
12,106
12,121
12,161
12,214
12,220
12,229
12,250
12,288
12,350
12,383
12,433
12,446
12,451
12,478
12,505
12,564
12,584
12,602
12,751
12,803
12,876
12,905
12,917
12,934
13,30
13,42
13,44
13,50
13,61
13,68
13,76
13,81
13,132
13,144
13,153
13,248
13,298
13,428
13,432
13,487
13,510
13,521
13,524
13,577
13,581
13,582
13,588
