source,target
0,21
0,74
0,77
0,82
0,83
0,92
0,93
0,103
0,122
0,142
0,164
0,189
0,209
0,210
0,232
0,264
0,312
0,335
0,350
0,382
0,386
0,389
0,410
0,439
0,449
0,452
0,455
0,544
0,579
0,605
0,609
0,624
0,630
0,636
0,637
0,657
0,676
0,677
0,681
0,682
0,704
0,707
0,711
0,716
0,726
0,750
0,752
0,801
0,812
0,852
0,854
0,864
0,867
0,897
0,898
0,968
0,974
0,980
1,81
1,98
1,101
1,105
1,110
1,112
1,190
1,194
1,297
1,336
1,406
1,437
1,445
1,461
1,476
1,524
1,548
1,553
1,569
1,571
1,594
1,595
1,613
1,661
1,699
1,712
1,769
1,773
1,794
1,795
1,800
1,826
1,845
1,891
1,912
1,983
1,991
2,29
2,36
2,38
2,40
2,75
2,88
2,100
2,113
2,121
2,180
2,185
2,202
2,213
2,237
2,302
2,308
2,309
2,326
2,328
2,339
2,347
2,356
2,370
2,383
2,387
2,388
2,404
2,484
2,494
2,497
2,513
2,518
2,531
2,579
2,584
2,648
2,674
2,676
2,740
2,746
2,750
2,791
2,831
2,839
2,853
2,859
2,864
2,902
2,904
2,966
2,967
2,974
2,976
3,65
3,77
3,106
3,117
3,136
3,172
3,180
3,230
3,302
3,372
3,468
3,650
3,681
3,687
3,736
3,738
3,829
3,886
3,915
3,953
4,27
4,39
4,69
4,95
4,97
4,142
4,156
4,162
4,184
4,293
4,300
4,304
4,319
4,329
4,332
4,353
4,358
4,366
4,375
4,379
4,397
4,406
4,415
4,416
4,428
4,434
4,436
4,512
4,534
4,562
4,591
4,600
4,618
4,621
4,644
4,674
4,694
4,696
4,730
4,737
4,776
4,860
4,918
4,927
4,929
4,931
4,932
4,936
4,947
4,978
4,984
4,988
4,996
5,20
5,113
5,156
5,183
5,188
5,221
5,223
5,310
5,382
5,384
5,398
5,428
5,452
5,455
5,499
5,521
5,596
5,609
5,629
5,662
5,672
5,676
5,702
5,831
5,902
5,969
6,96
6,109
6,134
6,155
6,211
6,228
6,243
6,265
6,301
6,322
6,336
6,365
6,368
6,420
6,450
6,507
6,543
6,571
6,613
6,616
6,633
6,655
6,678
6,703
6,716
6,724
6,766
6,769
6,785
6,789
6,809
6,832
6,836
6,845
6,850
6,853
6,891
6,957
6,991
6,995
7,45
7,80
7,110
7,203
7,319
7,381
7,408
7,423
7,430
7,482
7,543
7,548
7,616
7,678
7,766
7,799
7,832
7,836
7,845
7,850
7,865
7,884
7,893
7,903
7,957
7,973
8,26
8,30
8,75
8,115
8,134
8,324
8,409
8,468
8,523
8,555
8,599
8,608
8,629
8,649
8,660
8,667
8,743
8,753
8,759
8,772
8,777
8,837
8,890
8,940
8,953
8,955
8,968
9,33
9,43
9,49
9,54
9,57
9,64
9,107
9,113
9,114
9,126
9,180
9,222
9,245
9,286
9,314
9,315
9,344
9,382
9,405
9,421
9,463
9,477
9,501
9,536
9,549
9,556
9,561
9,566
9,571
9,588
9,598
9,651
9,662
9,663
9,688
9,729
9,739
9,744
9,748
9,760
9,787
9,790
9,799
9,813
9,821
9,823
9,837
9,853
9,865
9,916
9,955
9,959
9,975
9,989
10,27
10,90
10,128
10,142
10,225
10,257
10,267
10,277
10,304
10,338
10,354
10,413
10,440
10,459
10,485
10,486
10,515
10,527
10,534
10,548
10,570
10,571
10,592
10,618
10,630
10,700
10,705
10,764
10,808
10,811
10,835
10,849
10,912
10,956
10,965
10,972
10,991
11,13
11,15
11,21
11,29
11,57
11,59
11,64
11,74
11,75
11,99
11,146
11,149
11,176
11,181
11,230
11,245
11,312
11,326
11,350
11,387
11,403
11,409
11,420
11,447
11,470
11,509
11,510
11,572
11,584
11,587
11,593
11,599
11,608
11,615
11,721
11,749
11,784
11,795
11,951
11,992
12,14
12,34
12,50
12,114
12,123
12,126
12,159
12,180
12,190
12,207
12,248
12,294
12,299
12,315
12,380
12,391
12,423
12,437
12,474
12,475
12,488
12,501
12,543
12,565
12,570
12,572
12,575
12,588
12,608
12,610
12,635
12,642
12,655
12,667
12,691
12,710
12,718
12,725
12,744
12,753
12,766
12,769
12,803
12,813
12,825
12,843
12,844
12,862
12,884
12,890
12,903
12,920
12,933
12,961
12,995
12,998
13,29
13,74
13,116
13,158
13,159
13,227
13,340
13,409
13,419
13,463
13,599
13,640
13,701
13,743
13,753
13,765
13,796
13,890
14,50
14,51
14,98
14,102
14,112
14,114
14,115
14,151
14,174
14,196
14,297
14,355
14,368
14,406
14,423
14,445
14,461
14,474
14,501
14,538
14,577
14,603
14,605
14,631
14,655
14,661
14,666
14,673
14,682
14,747
14,762
14,768
14,769
14,773
14,834
14,836
14,869
14,879
14,963
14,970
14,978
14,992
15,21
15,23
15,59
15,74
15,88
15,90
15,116
15,134
15,158
15,178
15,198
15,268
15,281
15,318
15,324
15,350
15,360
15,374
15,377
15,385
15,409
15,465
15,509
15,531
15,535
15,538
15,572
15,575
15,599
15,608
15,614
15,646
15,653
15,657
15,663
15,743
15,749
15,750
15,755
15,758
15,773
15,782
15,784
15,791
15,804
15,815
