source,target
0,13
0,53
0,116
0,325
0,362
0,414
0,416
0,449
0,452
0,502
0,509
0,564
0,609
0,648
0,755
0,797
0,861
0,943
1,8
1,12
1,18
1,38
1,68
1,94
1,103
1,117
1,172
1,177
1,180
1,213
1,215
1,231
1,239
1,273
1,279
1,317
1,334
1,411
1,416
1,483
1,517
1,569
1,577
1,641
1,643
1,697
1,698
1,777
1,783
1,801
1,955
1,958
1,974
2,5
2,46
2,54
2,83
2,114
2,123
2,134
2,148
2,154
2,169
2,173
2,175
2,182
2,190
2,221
2,254
2,257
2,277
2,286
2,306
2,341
2,377
2,387
2,392
2,398
2,438
2,441
2,473
2,498
2,500
2,508
2,547
2,580
2,583
2,658
2,683
2,714
2,730
2,771
2,794
2,800
2,823
2,824
2,835
2,850
2,911
2,920
2,924
2,943
2,956
2,970
3,112
3,114
3,133
3,183
3,195
3,210
3,216
3,253
3,296
3,326
3,340
3,341
3,357
3,375
3,392
3,405
3,437
3,461
3,462
3,527
3,559
3,563
3,589
3,612
3,718
3,727
3,748
3,770
3,798
3,850
3,868
3,881
3,899
3,901
3,932
3,962
3,964
3,967
3,990
4,258
4,275
4,284
4,385
4,431
4,541
4,579
4,603
4,616
4,640
4,689
4,770
4,836
4,837
4,865
4,931
4,966
5,19
5,26
5,37
5,84
5,93
5,112
5,124
5,134
5,167
5,173
5,188
5,190
5,213
5,254
5,257
5,328
5,341
5,398
5,417
5,441
5,513
5,532
5,534
5,547
5,577
5,635
5,653
5,655
5,658
5,665
5,676
5,730
5,743
5,787
5,789
5,794
5,858
5,897
5,920
5,947
5,984
6,27
6,63
6,118
6,135
6,137
6,193
6,210
6,307
6,318
6,329
6,356
6,376
6,474
6,485
6,513
6,516
6,517
6,576
6,591
6,613
6,621
6,633
6,650
6,680
6,683
6,688
6,756
6,897
6,902
6,916
6,927
7,11
7,16
7,43
7,73
7,75
7,87
7,101
7,103
7,123
7,124
7,154
7,169
7,181
7,192
7,196
7,205
7,210
7,216
7,221
7,260
7,263
7,293
7,295
7,296
7,327
7,333
7,335
7,377
7,406
7,438
7,477
7,513
7,518
7,528
7,532
7,536
7,569
7,652
7,656
7,658
7,676
7,677
7,716
7,724
7,740
7,756
7,771
7,794
7,800
7,821
7,824
7,909
7,929
7,938
7,945
7,946
7,947
7,952
7,962
7,977
7,986
7,990
8,12
8,137
8,239
8,334
8,416
8,476
8,522
8,641
8,643
8,676
8,685
8,955
8,958
8,980
8,997
9,25
9,38
9,39
9,84
9,217
9,231
9,248
9,271
9,315
9,348
9,358
9,364
9,435
9,443
9,466
9,486
9,499
9,552
9,555
9,589
9,620
9,621
9,705
9,728
9,741
9,745
9,758
9,811
9,879
9,891
9,944
9,945
9,981
10,43
10,82
10,150
10,599
10,649
10,670
10,693
10,846
10,954
11,43
11,59
11,61
11,121
11,139
11,159
11,161
11,183
11,246
11,252
11,276
11,326
11,371
11,375
11,383
11,430
11,513
11,515
11,516
11,538
11,593
11,623
11,652
11,702
11,747
11,752
11,846
11,854
11,857
11,881
11,927
12,57
12,78
12,158
12,159
12,172
12,218
12,224
12,270
12,285
12,301
12,316
12,321
12,339
12,400
12,401
12,416
12,417
12,422
12,446
12,451
12,457
12,465
12,487
12,496
12,556
12,566
12,614
12,643
12,685
12,694
12,814
12,834
12,860
12,897
12,951
12,980
12,987
12,997
13,62
13,71
13,82
13,99
13,109
13,140
13,155
13,164
13,179
13,194
13,213
13,229
13,233
13,236
13,252
13,282
13,302
13,310
13,329
13,333
13,353
13,364
13,404
13,422
13,448
13,461
13,497
13,509
13,525
13,541
13,544
13,568
13,571
13,574
13,575
13,584
13,585
13,594
13,598
13,608
13,616
13,617
13,632
13,635
13,649
13,651
13,657
13,677
13,684
13,731
13,734
13,779
13,796
13,806
13,826
13,845
13,873
13,876
13,917
13,950
13,955
13,961
13,970
13,972
14,15
14,27
14,39
14,49
14,51
14,69
14,92
14,93
14,95
14,97
14,132
14,145
14,150
14,152
14,153
14,162
14,193
14,223
14,242
14,243
14,284
14,320
14,347
14,371
14,376
14,383
14,386
14,394
14,424
14,436
14,472
14,485
14,495
14,499
14,525
14,526
14,558
14,560
14,576
14,613
14,631
14,636
14,699
14,737
14,829
14,832
14,847
14,853
14,866
14,870
14,878
14,879
14,895
14,912
14,943
14,949
15,38
15,41
15,44
15,45
15,69
15,71
15,107
15,118
15,130
15,138
15,187
15,189
15,193
15,222
15,261
15,265
15,320
15,344
15,358
15,439
15,458
15,474
15,514
15,515
15,521
15,566
15,590
15,603
15,613
15,620
15,645
15,668
15,675
15,681
15,693
15,698
15,705
15,719
15,757
15,798
15,809
15,828
15,833
15,844
15,853
15,915
15,935
15,937
16,37
16,50
16,83
16,182
16,221
16,245
16,254
16,280
16,286
16,306
16,319
16,326
16,335
16,365
16,389
16,392
16,406
16,433
16,473
16,508
16,515
16,518
16,635
16,652
16,713
16,743
16,752
16,767
16,785
16,802
16,844
16,850
16,857
16,896
16,940
17,25
17,30
17,31
17,77
17,104
17,108
17,142
17,147
17,211
17,214
17,233
17,268
17,270
17,359
17,380
17,381
17,387
17,394
17,407
17,411
17,427
17,440
17,449
17,459
17,505
17,517
17,530
17,536
17,537
17,541
17,543
17,564
17,579
17,584
17,604
17,616
17,617
17,661
17,674
17,692
17,699
17,706
17,712
17,722
17,732
17,739
17,776
17,799
17,813
17,846
17,905
17,950
17,956
17,961
17,963
17,965
18,33
18,44
18,60
18,117
18,177
18,215
18,236
18,273
18,279
18,337
18,390
18,540
18,600
18,669
18,694
18,765
18,863
18,916
18,944
18,955
18,958
19,37
19,73
19,83
19,93
19,101
19,121
19,124
19,142
19,169
19,246
19,257
19,277
19,286
19,296
19,344
19,365
19,372
19,398
19,453
19,477
19,489
19,500
19,508
19,547
19,658
19,665
19,714
19,718
19,730
19,787
19,794
19,802
19,821
19,835
19,924
19,957
19,959
19,967
19,994
20,22
20,25
20,64
20,69
20,71
20,113
20,189
20,237
20,238
20,251
20,271
20,274
20,298
20,347
20,358
20,371
20,374
20,399
20,465
20,472
20,525
20,546
20,565
20,589
20,672
20,681
20,741
20,790
20,833
20,853
20,886
20,931
20,954
20,981
21,60
21,94
21,98
21,114
21,130
21,137
21,164
21,169
21,178
21,180
21,184
21,188
21,196
21,218
21,225
21,226
21,273
21,285
21,301
21,311
21,337
21,349
21,366
21,379
21,398
21,422
21,441
21,500
21,520
21,531
21,534
21,539
21,585
21,602
21,642
21,667
21,673
21,726
21,736
21,738
21,745
21,789
21,802
21,824
21,903
21,924
21,925
21,976
21,977
21,980
22,26
22,79
22,86
22,201
22,217
22,251
22,271
22,274
22,289
22,298
22,458
22,470
22,546
22,565
22,589
22,660
22,703
22,728
22,790
22,878
22,879
23,27
23,92
23,97
23,99
23,132
23,162
23,171
23,187
23,223
23,233
23,252
23,265
23,316
23,356
23,369
23,393
23,499
23,525
23,526
23,588
23,624
