source,target
0,19
0,35
0,46
0,53
0,76
0,118
0,141
0,182
0,184
0,279
0,287
0,315
0,370
0,374
0,380
0,416
0,422
0,433
0,439
0,453
0,474
0,528
0,553
0,581
0,642
0,681
0,691
0,721
0,738
0,767
0,776
0,786
0,802
0,854
0,858
0,867
0,878
0,928
0,961
0,985
1,38
1,74
1,239
1,271
1,288
1,347
1,441
1,565
1,611
1,615
1,735
1,761
1,869
1,895
2,12
2,15
2,33
2,47
2,99
2,116
2,119
2,141
2,152
2,181
2,198
2,202
2,241
2,243
2,250
2,269
2,275
2,296
2,313
2,358
2,400
2,444
2,538
2,590
2,607
2,616
2,663
2,670
2,701
2,750
2,758
2,764
2,874
2,885
2,893
2,936
3,7
3,18
3,59
3,103
3,141
3,160
3,181
3,218
3,447
3,470
3,490
3,520
3,574
3,608
3,624
3,641
3,665
3,670
3,684
3,731
3,744
3,751
3,758
3,768
3,788
3,805
3,825
3,899
3,903
3,937
3,948
3,953
3,957
3,963
4,23
4,65
4,91
4,93
4,117
4,118
4,126
4,168
4,180
4,184
4,234
4,263
4,286
4,316
4,355
4,413
4,420
4,459
4,535
4,551
4,563
4,595
4,596
4,617
4,656
4,668
4,672
4,681
4,728
4,732
4,759
4,767
4,786
4,790
4,854
4,911
4,966
4,973
4,985
4,993
4,999
5,10
5,54
5,94
5,156
5,281
5,311
5,318
5,328
5,331
5,340
5,384
5,489
5,499
5,540
5,575
5,658
5,707
5,733
5,754
5,763
5,837
5,868
5,947
5,954
5,999
6,7
6,41
6,69
6,70
6,119
6,120
6,226
6,237
6,246
6,249
6,252
6,264
6,283
6,300
6,343
6,347
6,365
6,366
6,381
6,382
6,390
6,401
6,451
6,477
6,510
6,562
6,570
6,599
6,620
6,628
6,766
6,804
6,817
6,827
6,839
6,910
6,959
6,972
7,20
7,50
7,69
7,89
7,120
7,143
7,152
7,186
7,216
7,226
7,252
7,312
7,326
7,336
7,346
7,351
7,365
7,379
7,381
7,382
7,405
7,423
7,457
7,459
7,507
7,522
7,579
7,587
7,612
7,620
7,643
7,661
7,695
7,705
7,717
7,727
7,740
7,742
7,759
7,765
7,804
7,829
7,832
7,839
7,845
7,869
7,910
7,917
7,927
7,955
7,965
7,967
7,972
7,975
8,63
8,149
8,260
8,268
8,291
8,315
8,343
8,401
8,457
8,484
8,570
8,611
8,612
8,635
8,737
8,761
8,814
8,872
8,895
8,927
8,984
9,35
9,53
9,76
9,122
9,151
9,157
9,180
9,182
9,189
9,193
9,293
9,309
9,356
9,394
9,407
9,412
9,416
9,433
9,434
9,452
9,457
9,474
9,494
9,549
9,595
9,651
9,672
9,681
9,702
9,710
9,725
9,728
9,764
9,767
9,786
9,797
9,852
9,871
9,893
9,894
9,925
9,928
9,944
9,950
10,11
10,71
10,90
10,102
10,115
10,116
10,117
10,120
10,123
10,141
10,150
10,154
10,160
10,181
10,184
10,202
10,205
10,218
10,282
10,285
10,291
10,294
10,349
10,358
10,398
10,403
10,410
10,436
10,444
10,468
10,470
10,484
10,523
10,538
10,564
10,592
10,663
10,665
10,668
10,697
10,706
10,714
10,751
10,763
10,768
10,769
10,787
10,788
10,819
10,825
10,844
10,846
10,885
10,892
10,899
10,905
10,919
10,922
10,923
10,946
10,960
10,962
10,978
10,979
10,983
11,40
11,50
11,58
11,72
11,79
11,90
11,115
11,126
11,155
11,198
11,226
11,236
11,271
11,284
11,319
11,321
11,340
11,356
11,437
11,447
11,463
11,490
11,499
11,503
11,505
11,559
11,561
11,604
11,622
11,625
11,630
11,641
11,670
11,720
11,734
11,751
11,768
11,772
11,805
11,821
11,825
11,826
11,859
11,866
11,874
11,927
11,940
11,987
12,15
12,16
12,61
12,81
12,92
12,116
12,119
12,121
12,134
12,150
12,181
12,202
12,243
12,247
12,305
12,311
12,398
12,403
12,418
12,429
12,444
12,463
12,477
12,518
12,527
12,538
12,587
12,605
12,607
12,608
12,625
12,652
12,682
12,695
12,733
12,758
12,788
12,797
12,859
12,913
12,922
12,960
12,988
13,14
13,49
13,78
13,107
13,170
13,277
13,317
13,583
13,602
13,681
13,695
13,705
13,737
13,761
13,809
13,829
13,843
13,851
13,900
14,43
14,78
14,109
14,114
14,122
14,126
14,132
14,149
14,153
14,158
14,212
14,244
14,281
14,290
14,298
14,333
14,347
14,397
14,412
14,464
14,465
14,533
14,539
14,611
14,615
14,638
14,687
14,748
14,749
14,786
14,801
14,810
14,847
14,924
14,932
14,968
15,41
15,51
15,116
15,117
15,119
15,135
15,150
15,156
15,175
15,181
15,364
15,368
15,394
15,418
15,444
15,468
15,510
15,518
15,552
15,600
15,657
15,704
15,719
15,794
15,844
15,849
15,892
15,932
16,18
16,28
16,47
16,72
16,91
16,96
16,102
16,131
16,138
16,156
16,162
16,163
16,165
16,167
16,170
16,185
16,199
16,209
16,251
16,273
16,282
16,295
16,300
16,323
16,335
16,349
16,368
16,374
16,377
16,382
