source,target
0,37
0,40
0,43
0,214
0,311
0,323
0,339
0,355
0,435
0,503
0,514
0,522
0,580
0,617
0,661
0,671
0,694
0,709
0,770
0,819
0,949
0,967
0,978
0,984
1,30
1,42
1,67
1,70
1,79
1,89
1,107
1,124
1,165
1,166
1,178
1,187
1,194
1,197
1,205
1,225
1,233
1,242
1,243
1,250
1,262
1,270
1,275
1,276
1,287
1,308
1,327
1,329
1,330
1,340
1,348
1,353
1,363
1,418
1,434
1,453
1,470
1,478
1,481
1,485
1,494
1,501
1,527
1,547
1,548
1,565
1,581
1,601
1,604
1,620
1,627
1,642
1,646
1,681
1,684
1,689
1,717
1,732
1,738
1,755
1,793
1,795
1,811
1,816
1,827
1,838
1,859
1,865
1,872
1,901
1,919
1,989
1,990
1,995
2,35
2,53
2,57
2,103
2,110
2,111
2,119
2,122
2,135
2,206
2,226
2,230
2,232
2,256
2,287
2,311
2,321
2,350
2,377
2,387
2,388
2,450
2,480
2,557
2,579
2,619
2,659
2,661
2,667
2,722
2,735
2,765
2,785
2,790
2,803
2,847
2,853
2,879
2,882
2,890
2,899
2,964
2,983
2,984
2,994
3,90
3,136
3,142
3,154
3,169
3,171
3,187
3,262
3,275
3,302
3,353
3,384
3,409
3,437
3,462
3,471
3,472
3,473
3,576
3,581
3,589
3,638
3,662
3,721
3,741
3,766
3,795
3,842
3,867
3,869
3,889
3,974
3,991
4,7
4,18
4,34
4,55
4,58
4,65
4,91
4,95
4,112
4,123
4,128
4,132
4,147
4,149
4,161
4,180
4,188
4,190
4,212
4,226
4,233
4,246
4,256
4,292
4,321
4,341
4,407
4,421
4,423
4,442
4,466
4,509
4,510
4,553
4,554
4,575
4,581
4,586
4,594
4,596
4,598
4,606
4,659
4,661
4,692
4,715
4,728
4,771
4,772
4,786
4,791
4,817
4,847
4,858
4,862
4,864
4,924
4,926
4,953
4,975
4,982
5,12
5,14
5,32
5,39
5,141
5,206
5,215
5,230
5,239
5,245
5,278
5,302
5,311
5,314
5,318
5,324
5,375
5,408
5,409
5,432
5,435
5,488
5,498
5,520
5,529
