id,x,y,k_limit
0,5914.532440175763,2141.7169257586697,39.882592435054704
1,3591.6473462539043,9881.886892259316,22.053390911470522
2,6368.832905910708,5092.282878072254,68.10499918959765
3,4212.402291825398,2379.490685054223,26.56460587271501
4,9216.117528408466,5579.291745610259,42.911640793762096
5,6452.06184524241,3927.2849040074098,28.294614799522627
6,2857.319161286511,9429.64073125327,41.6333056519757
7,7302.4233390155005,7997.850074291841,45.99473965097216
8,3067.1548991242303,7822.860030678808,49.276743730032635
9,9811.870755829279,4093.3265401676313,29.17346250017501
10,9328.479373777283,6747.186545395059,38.13163518651043
11,2578.0507357797424,466.3058298017453,56.647778533052914
12,1341.673219936439,188.18505571516098,24.642731549257487
13,872.439822040495,5208.261931063047,39.92028510293742
14,1624.1115488479008,8445.207235380822,30.948699175303183
15,3967.1916805751493,7603.078000176385,18.48204753233008
16,6696.578646227173,8907.828413672083,59.572059741002484
17,4214.426454556076,2070.5988556253496,35.145208407660725
18,5940.438192190145,6171.46900311229,57.35954007953515
19,6838.217448291906,4594.717289658369,78.65514420452726
20,3285.6092563881966,9275.907333306064,74.90660428888272
21,1535.3312413614972,1314.0656696747267,43.877493795243886
22,2602.9391942629663,6105.955561077772,26.389873723659655
23,7567.82809734659,5809.23132651057,38.785188337429105
24,4080.5798195884304,3158.814281908291,15.09929939400073
25,8159.8817661804715,5440.62871816637,29.1640760143211
26,5322.618011166394,7479.957711988251,64.35779077475075
27,5530.5407894398695,3318.491077603639,61.199755981093126
28,5498.089880369745,3059.5813002523278,26.234442488993263
29,9574.399583846973,2062.924003025097,43.83640695350012
30,9112.242880805192,8879.575290434239,130.2506989028061
31,4022.3935772803275,9558.222646880256,27.194238590018156
32,6631.221429527104,8690.435191219274,63.84478973808899
33,5906.418974302248,3441.3292594892455,33.066624218893935
34,9897.4597522683,4638.460635204721,57.33758795037895
35,9592.539405776335,9304.47866437358,72.10449094933448
36,2012.5375823852642,6728.843832423005,38.02516329476003
37,932.8474557092503,803.465910196266,139.56038504461904
38,9288.43591615113,2219.4041221869056,22.0496179092417
39,8022.459089309973,4268.083018903342,68.6447519423961
40,7336.760161237889,2819.9367378085926,82.98458115511245
41,3113.7633041462564,7721.565246142907,63.092583006816184
42,1672.6885535189317,3548.1705944015885,21.16983715050101
43,5102.59737562466,7503.203172097414,33.07006656765051
44,4668.667705358257,9810.325501048204,50.10197571458517
45,1087.937561450294,6555.254247235115,43.999900394093245
46,8368.041064065446,7463.666869926736,55.64800799090897
47,5363.689806347251,6176.134048990809,45.90771190517935
48,319.4733763093427,3275.1411859954005,29.78450130081771
49,7036.441353870267,2431.7027268964384,108.58241720794027
50,4764.795042335986,5627.021740721632,84.75732295918836
51,6255.780629614517,1474.4899348596641,36.18765065821064
52,841.8149902319649,7943.747368364264,37.56975282670758
53,1922.589528037909,8644.185777063049,33.708839440743844
54,5310.979139377092,7380.88475342019,87.36078400165295
55,2781.452599118246,1887.8214984072938,19.74836750685326
56,1383.4536931421105,7922.672437889992,75.40727491762047
57,4868.519947510152,238.35195115892606,40.55931729455385
58,9152.321196211811,3862.041946746826,23.764782648727216
59,1393.2247310524426,7496.351396732448,26.84754480719713
60,9213.11638428691,7873.950403345407,103.87709295556115
61,1745.856669261533,5629.764095346318,47.05597298648224
62,2991.8705045047755,9851.468984658202,105.11039933068311
63,8541.744719471222,5583.981140963428,57.24969824214533
64,4759.885212135351,2061.785600109174,107.15707239586264
65,1627.3693141502433,3481.307251541876,32.68017714211417
66,8084.675132406393,1232.5509933198332,39.87526438383779
67,3779.0014887581124,2669.398667990102,46.925063410938634
68,6931.26895517039,397.50123228111,56.737045307705735
69,3300.3316374995306,7727.564111795403,48.963155432936766
70,7604.536164028015,7951.806861734905,26.577570155905793
71,28.625772323866983,1106.6176308892705,47.83219353676983
72,9161.717810125523,3997.8652119036797,41.758841487425606
73,2582.9047409056093,8776.128433436204,33.34672820533025
74,5797.763761302769,8695.762786819078,64.96586511476848
75,5700.221996066464,1416.8904400414806,36.56039042915349
76,5660.775705867031,7148.880040863058,104.3223828498977
77,4091.6617308795244,7582.76248333475,39.8166203373776
78,4331.179005325551,9538.856054678612,52.964941201706225
79,7457.054374202392,9873.294678840126,40.111036226835445
80,8642.569872097385,9765.743156503173,31.023536550704048
81,3686.920132963879,7656.256329335305,47.789687978504816
82,5424.736946635695,815.0835994868632,96.7645010571879
83,2521.882186638579,6257.233721030295,42.288091625315026
84,1072.484540644595,4218.613087437837,37.28914074129614
85,1644.3052741511476,7793.170268615857,49.52522683798509
86,4737.061778871969,6244.11178744961,48.82298364926115
87,9811.81994263327,9201.136432450192,52.92411764068291
88,5972.7899735871,2030.4809841334559,145.38301118791176
89,8743.2170032949,5867.446124529675,53.96258065965746
90,1556.834406216262,5114.973862728965,51.925692966712575
91,3815.4552515595806,750.0948451047395,35.341763367918524
92,1314.0115723189172,2707.6606612295463,35.22672252613651
93,5483.205642172407,9628.391608047337,24.232953194428433
94,2284.3602896086745,1299.0664737619918,53.20088644096319
95,8346.72847200021,6578.730569024337,34.53751379089772
96,4771.079773011207,7871.912463811556,115.01354882796566
97,3859.695969698064,6173.542270552143,42.29339247045252
98,5417.444083347624,6597.177551943693,49.75837110094403
99,7952.501436943085,3171.5421440950463,114.81353847173311
100,6695.840615760977,958.9890862041373,44.418901588209664
101,4958.419664449572,5404.779528459079,64.49308934908547
102,4590.318478256019,9936.726575216348,30.180970316609905
103,9305.475732864394,7055.181756349826,80.29049120012813
104,2518.261507654057,4603.801030017786,13.488389109877847
105,1890.871001034815,2546.9214681670537,52.905776516462204
106,4534.484886632424,3503.6175303585646,129.2388166489892
107,2529.883181726694,8770.367705287905,42.598648857270454
108,6773.869994026919,7204.1893053657495,29.53724087101464
109,6533.470463230059,6916.244502281169,45.35144264058762
110,4144.631129436115,1436.4911274776725,34.153790310794705
111,2990.8779728651734,5972.19043374408,250.35625334391707
112,7086.528358821663,3209.78776270927,26.06468456983076
113,4820.400273589943,856.6624700774938,62.69325102899061
114,9442.518258473623,2817.5448339962295,32.84244464937402
115,6864.377348177173,4766.182996187891,37.276585656192815
116,3282.2541427289552,4965.544695737273,27.336739202342127
117,5487.776213183064,8382.934970760942,43.2571838010496
118,5114.046420455324,2040.075394286175,44.19748546285634
119,5828.529041247871,5607.2255988317065,36.072916677698785
120,1695.6763296749289,8430.493509944597,41.4951328029808
121,865.5059479462024,5845.700997180266,38.11296484553565
122,7679.955604696885,5386.299139599464,18.49810870220952
123,9251.29976102439,2649.931609880436,57.55186939225768
124,6988.806056945107,6047.17982283968,9.24291035154826
125,5234.564873381956,4178.343854541454,40.93009238667512
126,782.6837961752864,4582.10416175819,48.94429351943942
127,5982.690012947594,5408.79297327237,16.64207452465268
128,1322.8927446702521,3188.7303665127906,74.12283930559452
129,3015.0217670531597,4851.241407289009,45.79046962636247
130,4126.403988941366,9386.627948470159,41.71496062688297
131,8718.76434195228,5121.5963629952785,104.07179428883468
132,2410.7126097361997,2444.0293891498554,31.57005780191919
133,3460.2565041770386,3174.3005415018597,16.667923856502373
134,560.8781303459442,8497.732103679731,40.59849498001695
135,9604.049996283773,5516.747232915001,63.41694862301211
136,7433.923067048858,450.05601505703873,66.68431221660826
