id,x,y,k_limit,community
0,3503.5419183160334,45.522598745662,42.19691721449712,4
1,8645.090916650643,8185.841382981676,102.4581840989561,1
2,473.7554065979854,9439.540270182946,53.82496442334838,0
3,9705.9175892635,1938.2831579418846,15.926058961899345,2
4,2817.438136489554,7892.131208860482,70.5157673666563,0
5,3987.4432972962427,5331.808222439807,73.69823227135232,5
6,2085.811734384321,6132.426999833187,37.008954240513376,3
7,7341.458392842107,3331.8593540749876,50.075401960321535,2
8,2547.598327345739,2463.457584885649,51.51867651495355,3
9,1691.4998345658416,7021.794152385663,29.10385192276796,0
10,2718.1118084904556,3937.356635506861,31.456084245933333,3
11,6072.89125153212,7463.1456437764655,38.303172419365936,0
12,3626.974572537599,4290.504110035374,125.7174822416028,5
13,9715.724457803517,137.35654448896463,67.29049663672463,2
14,1025.3006463160675,6012.060641026321,52.418800228374046,3
15,2927.837122139958,6189.255375709197,88.70812862242403,3
16,6085.210531589148,5974.542967619647,49.23712719429591,5
17,2373.972101539421,4100.768892243228,25.704609052962365,3
18,4958.315342066324,9321.81574302889,25.88853006897231,0
19,7734.340774273184,7041.906030202985,36.28505694329917,1
20,7969.522077988979,1961.259867264995,48.31209230735857,2
21,6943.726925559224,5540.504135116457,36.03640507252979,1
22,1908.3325920813177,4915.3057125369505,34.92134514910348,3
23,3363.8075250415422,8542.311553022722,61.72463802619722,0
24,944.0877388210189,4945.406222073774,32.125374805595925,3
25,6858.889149858466,9185.0473000805,36.44038105669456,1
26,8772.940354939949,7728.6515761772225,28.867740222270637,1
27,2192.7863939536596,8054.072187805903,74.8966334512816,0
28,7633.020925013546,1373.5154083271796,106.89979124628742,2
29,807.8773246127802,7793.471762445066,45.847276348240605,0
30,6278.033901282199,6770.940117976053,42.670949503295844,1
31,1861.3374045759213,9147.972551034505,55.411384884088136,0
32,3823.966792865866,3209.357762004489,72.08496987606966,5
33,3557.20259950665,7505.422684807511,19.99691076704929,0
34,8232.556489165858,6324.274234570389,129.2160271243763,1
35,3189.04060093113,6446.1335144310415,180.62974438865206,0
36,2565.5473476877423,1707.5839041772722,81.21005533767318,4
37,8375.698848835578,6517.0360261172755,28.692279441409774,1
38,2591.314565736519,8731.990505674494,38.24091746477041,0
39,7292.566159117292,412.81015901137977,41.68001685914953,2
40,183.46576098095534,1994.0929156967902,32.995229265769346,4
41,7409.882309722012,5897.8560452148595,26.19700489978669,1
42,4635.1352729845685,1946.07484756804,56.47181885396616,4
43,2232.2830951119554,4477.080562262189,65.36119529252649,3
44,4910.855087491645,2232.641280646366,21.23781561212833,4
45,7733.775609060516,5202.499167065424,30.650796216573603,1
46,5535.713852340072,1611.1105738757492,38.4495572915208,4
47,4706.185477602506,1440.535186518218,28.079201297150355,4
48,3715.8194405236823,7900.496652282547,29.519931665639593,0
49,542.926798851836,3989.3724919854976,30.7211818370481,3
50,8342.34839947292,5331.835927400036,51.679849967677704,1
51,7118.521909586532,7107.215960207393,61.36698713686495,1
52,9665.73590777845,257.9552283302045,39.177626709745034,2
53,4383.992594905095,9324.089093595267,37.95557737584396,0
54,6988.947988568154,157.80416171726318,32.60729195607017,2
55,5191.865170365685,6494.674572424478,15.29212722093017,0
56,6665.752079950948,5190.191835718505,85.89452901792863,5
57,1295.8270720033672,7178.505039026995,59.26509072821773,0
58,9419.133756593466,7440.777556640732,60.01914997301092,1
59,7200.595106208078,2104.253333569479,24.035164421531455,2
60,3228.2311993338376,5146.7945904472235,35.044610719521486,3
61,101.2606227464674,5109.859809109418,96.68498256336207,3
62,9202.914340027251,394.29756158737007,57.82010323566871,2
63,8036.437130360861,1350.8345083990203,143.20198931149537,2
