n,k_cap_mean,k_cap_sd,radius,simulation_rounds,population_density,replicate,network_density,network_is_connected,network_num_components,network_largest_component_size,network_avg_shortest_path,network_diameter,network_clustering_coef,network_modularity,network_assortativity
1000,5,2.5,1.0,10000,0.00031622776601683794,5,0.004428428428428428,False,10,991,5.103994536688785,9,0.054550324675324675,0.61107433479721,-0.021054772204786795
1000,5,2.5,1.0,10000,0.00031622776601683794,6,0.004468468468468469,False,16,985,5.037121868680615,10,0.053794548141916566,0.5927705394650634,-0.055923412916021174
1000,5,2.5,1.0,10000,0.00031622776601683794,7,0.004572572572572572,False,14,987,4.983271371644769,9,0.06401840104340104,0.5987986365211737,-0.055691127359676226
1000,5,2.5,1.0,10000,0.00031622776601683794,8,0.00457057057057057,False,14,987,4.967800473087254,10,0.05544276279276279,0.5942826379211867,-0.04029696536183355
1000,5,2.5,1.0,10000,0.00031622776601683794,9,0.004612612612612613,False,11,990,4.950426407655932,10,0.05290253210841446,0.59516030770761,-0.008743451000602021
1000,5,2.5,1.0,10000,0.00031622776601683794,10,0.00448048048048048,False,15,986,5.081356246331895,11,0.05891299811299811,0.6136149824183951,-0.07789719231768967
1000,5,2.5,1.0,10000,0.00031622776601683794,11,0.0044444444444444444,False,14,987,5.100437533780937,11,0.053500893550893554,0.5963288288288289,-0.06420882600594581
1000,5,2.5,1.0,10000,0.00031622776601683794,12,0.004498498498498499,False,23,978,5.06562805466423,12,0.04974968364968364,0.6085874475565403,-0.002030833391044242
1000,5,2.5,1.0,10000,0.00031622776601683794,13,0.004456456456456456,False,13,988,5.077214312376686,9,0.05604607059607059,0.6033780309323207,-0.048964025515351325
1000,5,2.5,1.0,10000,0.00031622776601683794,14,0.0045045045045045045,False,16,985,5.010907515166522,9,0.0409517316017316,0.5896518518518519,-0.06249669617932791
1000,5,2.5,1.0,10000,0.00031622776601683794,15,0.0045325325325325325,False,16,985,4.985118236969171,10,0.043643505677329206,0.590410746169886,-0.0009220839564544036
1000,5,2.5,1.0,10000,0.00031622776601683794,16,0.004548548548548549,False,14,987,4.984987391875312,13,0.05018514149249443,0.5926010231724856,-0.009199322662198908
1000,5,2.5,1.0,10000,0.00031622776601683794,17,0.0044424424424424425,False,16,984,5.062877866825464,11,0.06033259518259518,0.6091274890276345,-0.07042371304763281
1000,5,2.5,1.0,10000,0.00031622776601683794,18,0.004560560560560561,False,8,993,5.020898304258844,10,0.057628488178488174,0.6164655856183627,0.002731931817984647
1000,5,2.5,1.0,10000,0.00031622776601683794,19,0.004576576576576576,False,14,986,4.98755778873776,11,0.056227766677766675,0.6011335880696453,-0.0374385618157169
1000,5,2.5,1.0,10000,0.00031622776601683794,20,0.004522522522522523,False,15,986,5.059603999135099,10,0.05054395049395049,0.617516065294672,-0.059977788970365736
